Name,Location,Price,Image,Description,Details,General,,
House / Villa - 5 Bedrooms - 289 m²,"Cascavelle, West","Rs 39,804,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_289_m2-eiw3EfXSmFYb07e0.jpg,"Nestled in the residential area RES Les Villas de Cascavelle, in the west of the island, this villa of 289m2 benefits from an unobstructed view of the mountains. Of contemporary style, it is composed of 5 bedrooms, 4 bathrooms and 1 WC. There is also an American kitchen and a spacious living room opening onto a large private swimming pool. The villa is strategically located in front of the Tamarina golf course (on a plot adjoining Casela), 5 minutes by car from the beach of Flic-en-Flac, 2 minutes from the Cascavelle shopping centre and Cap Tamarin. This exceptional property is accessible to foreigners.","Land surface
N.S
Interior surface
289 m²
Swimming pool
Private pool","Access for disabled people
Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Mountain view",,
House / Villa - 4 Bedrooms - 213 m²,"Grand Bay, North","Rs 35,791,110",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_213_m2-A1ZyyKiI6EOmb24b.jpg,"In a peaceful residential area in the north of Mauritius, this residence offers a remarkable collection of 12 modern villas with spacious verandas, private swimming pools and verdant tropical gardens. The villas, with three and four bedrooms, combine the pleasure of luxury and an advantageous geographical location. Indeed, they are located near Grand Baie, one of the most dynamic coastal villages on the island. Residents can also discover the many beautiful beaches of the North, a few minutes drive away. These exclusive villas have been designed to offer a refined living environment and a remarkable island living experience to its residents.
The villas feature large, bright open living areas, thanks to double height and fixed windows above the sliding doors in the living room. The neutral color palette creates sleek, contemporary spaces that can accommodate different interior design styles so you can express your creativity. Particular attention has been paid to detail: the kitchen and bar are equipped with appliances and fittings of excellent quality. The room overlooks the living room, offering a superb convivial space to better receive its guests. In each bedroom, large windows allow natural light and the gentle coastal breeze to enter the room. The master bedroom opens onto the garden with its own private terrace. It is connected to its bathroom by a practical dressing room.
The complex enjoys an ideal geographical location, next to Grand Bay and its many leisure and relaxation centers for all ages. The inhabitants of the region have access to various services: grocery stores, bakeries, restaurants and bars, as well as shopping centres, boutiques, beauty salons, health centers and water or land sports complexes. Nearby, there are also luxury spas and restaurants offering fine cuisine in five-star hotels on the coast.
Owners will also benefit from privileged access to the 5 hotels of the Sea Resorts Hotels group located around the island where they can spend unforgettable holidays by the beach or surrounded by nature.","Land surface
667 m²
Interior surface
213 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped",,
House / Villa - 3 Bedrooms - 187 m²,"Grand Bay, North","Rs 27,778,167",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_187_m2-UDYaLb6nWL4806ef.jpg,"In a peaceful residential area in the north of Mauritius, this residence offers a remarkable collection of 12 modern villas with spacious verandas, private swimming pools and verdant tropical gardens. The villas, with three and four bedrooms, combine the pleasure of luxury and an advantageous geographical location. Indeed, they are located near Grand Baie, one of the most dynamic coastal villages on the island. Residents can also discover the many beautiful beaches of the North, a few minutes drive away. These exclusive villas have been designed to offer a refined living environment and a remarkable island living experience to its residents.
The island is internationally renowned for its stunning beaches and turquoise lagoons, picturesque mountain scenery and peaceful and welcoming multi-ethnic population. With a pleasant tropical climate all year round, it has impressive exotic flora and fauna. Its vibrant multicultural heritage and diverse communities are also at the heart of its identity and are the pride of all Mauritians.
The villas feature large, bright open living areas, thanks to double height and fixed windows above the sliding doors in the living room. The neutral color palette creates sleek, contemporary spaces that can accommodate different interior design styles so you can express your creativity. Particular attention has been paid to detail: the kitchen and bar are equipped with appliances and fittings of excellent quality. The room overlooks the living room, offering a superb convivial space to better receive its guests. In each bedroom, large windows allow natural light and the gentle coastal breeze to enter the room. The master bedroom opens onto the garden with its own private terrace. It is connected to its bathroom by a practical dressing room.
The complex enjoys an ideal geographical location, next to Grand Bay and its many leisure and relaxation centers for all ages. The inhabitants of the region have access to various services: grocery stores, bakeries, restaurants and bars, as well as shopping centres, boutiques, beauty salons, health centers and water or land sports complexes. Nearby, there are also luxury spas and restaurants offering fine cuisine in five-star hotels on the coast.
Owners will also benefit from privileged access to the 5 hotels of the Sea Resorts Hotels group located around the island where they can spend unforgettable holidays by the beach or surrounded by nature.","Land surface
492 m²
Interior surface
187 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped",,
House / Villa - 3 Bedrooms - 238 m²,"Vacoas, Center","Rs 13,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_238_m2-k90ipiafyCeAdf02.jpg,"This spacious house with Tared courtyard is well located within walking distance to supermarket and other amenities. Offering entrance hall, living/dining room, kitchen, dining area, office, 3 bedrooms, 3 bathrooms, 4 WC, TV room, veranda and garage. Good investment opportunity.","Land surface
836 m²
Interior surface
238 m²","Air conditioning
Alarm system
Office
TV room",,
House / Villa - 4 Bedrooms - 300 m²,"Trianon, Center","Rs 30,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_300_m2-rvQzYaz3D20a9156.jpg,"This charming house comprises of a spacious kitchen, a tastefully designed living and dining room, an office room, 3 bedrooms, a master bedroom and ensuite, a common bathroom and toiltes, an open terrrase with open view and a garden. This house is ideal for a large family looking to settle in a quiet area close to all amenities.","Land surface
1055 m²
Interior surface
300 m²","Alarm system
Dressing
Internet/Wi-Fi
Laundry room
TV room",,
House / Villa - 3 Bedrooms - 100 m²,"Quatre Bornes, Center","Rs 8,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_100_m2-xgVge6yhqPOz26cd.jpg,"Semi furnished house for sale in Quatre Bornes. Well situated, close to all amenities and metro stations. It is composed of 3 bedrooms, 1 toilet and bathroom, a kitchen, living and dining room. Spacious garden and a garage.
For more informations or to take an appointment for a visit, please call Gaelle or Nazma, thank you.","Land surface
N.S
Interior surface
100 m²","Close to bus stop
Close to clinic
Close to hospital
Close to school
Close to shops",,
House / Villa - 4 Bedrooms - 265 m²,"Albion, West","Rs 14,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_265_m2-FP4MEpYEuW241a9d.jpg,"Spacious 4 bedroom house for sale
Beautiful 265m2 house located a few minutes from all amenities, such as shops and restaurant, for a carefree life. Take advantage of the advantages offered by the residential environment such as private parking, a private swimming pool and a sublime garden.
Bright living space emphasizing a modern dining and kitchen concept. The house also includes 4 air-conditioned bedrooms, 4 bathrooms including a guest toilet and a laundry room. You can enjoy a cool mountain breeze on hot summer days, to relax around the pool in the sun and peacefully contemplate the stunning mountain views and sea views from the terrace or balcony.
Contact us for more information and for a site visit!","Land surface
503 m²
Interior surface
265 m²
Swimming pool
Private pool","Close to bus stop
Close to shops
Mountain view
Sea view",,
House / Villa - 4 Bedrooms - 350 m²,"Sodnac, Center","Rs 16,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_350_m2-ZnudtXXDOjDs98f1.jpg,"Beautiful 4 bedrooms house for sale in Sodnac. The property offer an open living and dining room, 3 bedrooms ensuite, one toilet and bathroom. An equipped kitchen, laundry,store, automatic garage for 2 cars,CCTV and a spacious garden. ideal for a big family.
For more informations or to take an appointment for a visit, please call us Mansoura or Nazma, thank you.","Land surface
569.87 m²
Interior surface
350 m²","Close to bus stop
Close to hospital
Close to school
Close to shops
Pets allowed",,
House / Villa - 5 Bedrooms - 510 m²,"Quatre Bornes, Center","Rs 12,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_510_m2-qhcRDBBaNAZZa797.jpg,"HOUSE FOR SALE IN QUATRE BORNES
Unfurnished house with 2 independent flats, ideal for a large family.
The ground floor has 2 bedrooms, 1 bathroom and a kitchen area.
The first floor has 3 bedrooms, 2 bathrooms and a kitchen area.
The house comes with a terrace, a balcony and a roof top.
It also has a parking area. Selling price: Rs 12,000,000.
Jessica is at your disposal to show you this property. Do not hesitate to contact her.","Land surface
379.92 m²
Interior surface
510 m²","Close to bus stop
Close to clinic
Close to hospital
Close to school
Close to shops
Freehold land
Mountain view
Pets allowed",,
House / Villa - 4 Bedrooms - 325 m²,"Souillac, South","Rs 6,900,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_325_m2-hlyc9MrktgIb71ee.jpg,"HOUSE FOR SALE IN SOUILLAC
Spacious semi-furnished house, with 4 bedrooms, 2 bathrooms and 1 kitchen area.
In addition to its living spaces, the house has two balconies and a terrace overlooking a small garden.
This property is ideally located close to the beach, a bus stop and shops.
This property also has a carport.
The price is Rs 6,900,000.
Contact Tommy now to arrange a visit!","Land surface
417 m²
Interior surface
325 m²","Close to bus stop
Close to shops
Freehold land
Pets allowed",,
House / Villa - 4 Bedrooms - 240 m²,"Albion, West","Rs 17,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_240_m2-9pW4BzBIsKhS2126.jpg,"Villa of 240 m2 on 70 toises freehold with direct access to the sea and located in a quiet and secure area.
- 4 bedrooms (including 3 air-conditioned)
- 3 bathrooms (including one with bathtub)
-1 Fully equipped kitchen open to the living room and dining room.
-1 Greasy Kitchen
- Air-conditioned TV room (integrated and soundproof surround system).
- Reading corner
- 1 Varangue which has an outdoor dining room facing the sea and the swimming pool.
- 1 Varangue upstair facing the sea
- Swimming pool with outdoor shower
- BBQ area
- Laundry room
- Covered garage (Rosewood and Teak flooring, Iroko shutters, Balinese style furniture. )
- High speed broadband internet.
A spacious, quiet place to live in complete privacy, not overlooked.","Land surface
265.94 m²
Swimming pool
Private pool","Fully equipped
Pets allowed
Sea access
Sea view",,
House / Villa - 5 Bedrooms - 264 m²,"Albion, West","Rs 8,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_264_m2-G4S9Z6ccaNWEc912.jpg,"Spacious House for Sale
Located a few minutes from all amenities, such as shops and restaurants, beaches for a carefree lifestyle. Take advantage offered by the residential environment such as private parkways and a private garden.
Spacious living/ dining area and 2 kitchens. The property includes 5 air-conditioned bedrooms, 2 bathrooms, 1 guest toilet, and a laundry room. You can enjoy and relax on the terrace or balcony.
Contact us for more information and visits!","Land surface
N.S
Interior surface
264 m²","Close to bus stop
Close to school
Close to shops",,
House / Villa - 3 Bedrooms - 200 m²,"Mont Mascal, North","Rs 23,999,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_200_m2-yaalzdX3lDgt5c29.jpg,"Private Modern Style Villa with Private Pool, Kiosk and Garden. 2 Private Parkings. Located in one of the most prime locations in the North of Mauritius.","Land surface
400 m²
Interior surface
200 m²
Swimming pool
Private pool","Access for disabled people
Close to bus stop
Close to clinic
Close to golf course
Close to hospital
Close to shops
Freehold land
Fully equipped
Located in a residential complex
Mountain view
Pets allowed
Suited to the elderly",,
House / Villa - 4 Bedrooms - 385 m²,"Black River, West","Rs 30,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_385_m2-Iu0z7AtCJoUg4173.jpg,"A big house for rent long term in Black River comprising 4 bedrooms, 2 bathrooms, a spacious kitchen, lounge and dining room and a beautiful swimming pool. This home offers an amazing view over the lagoon and the Morne. The house is located in a residential estate.","Land surface
971 m²
Interior surface
385 m²
Swimming pool
Private pool","Located in a private morcellement
Sea view",,
House / Villa - 3 Bedrooms - 204 m²,"Chemin Grenier, South","Rs 2,800,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_204_m2-wrao8VkVheDW0ebb.jpg,"HOUSE FOR SALE IN CHEMIN GRENIER
Unfurnished house with 3 spacious bedrooms.
It has a courtyard and a parking space.
Shops, hospital, bus stop nearby.
The price is Rs 2,800,000.
Do not hesitate to contact Hykone Ltd agency to visit this property.","Land surface
350.80 m²
Interior surface
204.39 m²","Close to bus stop
Close to hospital
Freehold land
Pets allowed",,
House / Villa - 3 Bedrooms - 300 m²,"Péreybère, North","Rs 39,804,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_300_m2-2af1dZHbiFpA47d6.jpg,"Charming villa and Balinese style well located in Péreybère, close to everything in a residence containing 8 villas.
This rare property has a large living room with TV corner and living room overlooking a covered terrace, a large open kitchen fully equipped.
A large master bedroom, with dressing room en suite and bathroom en suite (shower, bath and double sink).
Two beautiful bedrooms en suite.
An extra bedroom or office with access to a mezzanine.
To see without delay.","Land surface
600 m²
Interior surface
300 m²
Swimming pool
Private pool","Freehold land
Fully equipped
Located in a residential complex
Pets allowed",,
House / Villa - 3 Bedrooms - 130 m²,"Sottise, North","Rs 10,700,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_130_m2-aKFJdyDUXf1578b9.jpg,"Landsmile offers you a newly built individual villa, located in a friendly locality in Sottise, Opposite of Flohara Spa. This property is found on a plot of land of 7.50 perches, measuring 1400sqft.
Details as follows:
➡️3 bedrooms included 1 master bedroom,
➡️Kitchen American Style,
➡️Living room,
➡️Washroom/bathroom,
➡️Private swimming pool,
➡️Garden
➡️Parking space
Price: Rs 10.7m
Connect with our team on 5800... / 5833... / 5837... / 5509 9994 - 268... for site visit.","Land surface
316.57 m²
Interior surface
130.06 m²
Swimming pool
Private pool","Air conditioning
Alarm system
TV room
Water heater",,
House / Villa - 3 Bedrooms - 102 m²,"Péreybère, North","Rs 8,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_102_m2-L60VtmWtNETE3348.jpg,"Villa for sale in MARE SECHE, CHEMIN 20 PIEDS with swimming pool on 337 m2 of land. The villa is in very good condition, has 3 bedrooms, 2 bathrooms , laundry , 2 toilets, open kitchen dining living, garden, with parking for 3 to 4 cars.The villa is sold furnished except some furniture owners will take. The villa situated on chemin 20 pieds is around 5 minutes by car to the beach and all other facilities.","Land surface
337 m²
Interior surface
102 m²
Swimming pool
Private pool","Access for disabled people
Close to bus stop
Close to clinic
Close to golf course
Close to hospital
Close to school
Close to shops
Freehold land
Fully equipped
Located in a private morcellement
Located in a residential complex
Pets allowed
Suited to the elderly",,
House / Villa - 4 Bedrooms - 400 m²,"Tamarin, West","Rs 22,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_400_m2-5gZsnPZBnxf3c4d0.jpg,"Here is a villa of 400 sqm on a plot of 610 sqm where you can warmly receive your guests on the top of the Tourelle with a breathtaking sea view. The property offers a large covered terrace, a pool and a double carport.
The villa is organized on two levels, around a master suite including a dressing room and bathroom, 3 other bedrooms, 3 bathrooms, an open-plan kitchen with a back kitchen, a laundry room, a blind, a storeroom, and a large double living room with superb views on the veranda overlooking the ocean.
It has electric shutters and air conditioning in all rooms.","Land surface
610 m²
Interior surface
400 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped
Sea view",,
House / Villa - 3 Bedrooms - 246 m²,"Tamarin, West","Rs 42,042,975",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_246_m2-e8FwnMS1jRmO288f.jpg,"Located within 26 hectares of lush vegetation for a harmonious and sustainable development, this villa of 246 m² on a plot of 679 m² offers a view of the Tourelle of Tamarin mountains.
The house has 3 en-suite bedrooms, all with fitted wardrobes and air conditioning. The living area offers a lounge-dining room and its fully equipped open kitchen, and a fitted laundry room, which can be used as a storeroom and storage room.
Open to a veranda, you will enjoy a pleasant outdoor living space with its infinity pool and its gazebo.
To enjoy moments of relaxation in a soothing environment.
This villa, which is part of a sought-after estate, benefits from direct access to the future Smart City of Cap Tamarin, near the Tamarina golf course, a shopping centre and a sports centre.
The house also offers two allocated parking spaces.
Residents benefit from direct access to the beach by river shuttle. The acquisition of the property will give you access to the resident card.","Land surface
N.S
Interior surface
246 m²
Swimming pool
Private pool","Access for disabled people
Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped
Mountain view
Sea access",,
House / Villa - 4 Bedrooms - 459 m²,"Tamarin, West","Rs 64,681,500",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_459_m2-soNZrxuV2lUL3406.jpg,"Ekô Savannah is your chance, a privilege, a timeless place to live a unique lifestyle.","Land surface
1314 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Mountain view",,
House / Villa - 4 Bedrooms - 586 m²,"Black River, West","Rs 58,890,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_586_m2-j04VolpsTbXX1b07.jpg,"Note: Syndic fees are applicable, and foreigners can have access to a residence permit","Land surface
1188 m²
Swimming pool
Private pool","Close to bus stop
Close to hospital
Close to school
Located in a residential complex
Mountain view",,
House / Villa - 4 Bedrooms - N.S m²,"Black River, West","Rs 126,613,500",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_n_s_m2-gfAIYwVVyy9d69f8.jpg,Note: Accessible to foreigners and offering eligibility to the Mauritian residence permit,"Land surface
N.S
Interior surface
N.S
Swimming pool
Private pool","Close to bus stop
Close to hospital
Close to school
Located in a residential complex
Mountain view
Sea access
Sea view",,
House / Villa - 3 Bedrooms - 180 m²,"Poste de Flacq, East","Rs 6,900,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_180_m2-dBfcuRY4Kspm433b.jpg,"BRAND NEW MODERN VILLA
Brand new modern villa of 180 m2 on a plot of land of 10 perches / 422.21m2 located in Poste de flacq.
Nicely built and neutral, this villa has a spacious living area, kitchen area to be furnished and equipped, 3 bedrooms and 2 bathrooms.
There is a nice veranda and parking space.
Sold unfurnished and has a lot of potential such as adding a swimming pool.","Land surface
422 m²
Interior surface
180 m²",Pets allowed,,
House / Villa - 3 Bedrooms - 159 m²,"Calodyne, North","Rs 5,900,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_159_m2-oI13d9NBoEj05c2e.jpg,"Affordable Investment - 3 Bedrooms Villa in Calodyne.
An Affordable Investment with great potential. This villa is situated in an excellenet location in Calodyne .This property is on a plot of land of 282m2 and offers 3 bedrooms all in en suite, living room, kitchen and garden.The House is incomplete and non furnished.
For more informations or to take an appointment for a visit, please call us Chanda or Nadine, thank you. Close to the beach and to all facilities. We are available for a visit .","Land surface
282 m²
Interior surface
159 m²","Access for disabled people
Close to clinic
Close to hospital
Close to shops",,
House / Villa - 4 Bedrooms - 260 m²,"Forest Side, Center","Rs 7,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_260_m2-1cMMZDw1ykmE1b94.jpg,"HOUSE FOR SALE IN FOREST SIDE
Do not miss this opportunity to acquire this spacious home,
comprising 4 bedrooms, 2 bathrooms and an open kitchen.
This property is located in a friendly area, close to all amenities.
The carport can accommodate up to 4 cars, which is perfect for families with multiple vehicles.
In addition, this house offers the possibility to repaint with the colors of your choice to customize and
Put your own touch on your new home.
The price is Rs 7,500,000.
Contact Smita now to arrange a viewing and discover all the advantages of this property.","Land surface
506.50 m²
Interior surface
260.13 m²","Close to bus stop
Close to clinic
Close to hospital
Close to school
Close to shops
Freehold land
Fully equipped
Pets allowed",,
House / Villa - 3 Bedrooms - 240 m²,"Péreybère, North","Rs 13,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_240_m2-WgizELDDRVKv66f5.jpg,"This modern and new house is located in the heart of Chemin Vingt Pieds. It is bright, in a quiet location and has a swimming pool and parking space for 4 cars. Organized with 3 bedrooms and ensuite bathrooms, a balcony, an open space that can be used as a TV room or office, a veranda, and an American kitchen area open to the living/dining room. The rooftop also offers a view of the coin de mire and is an asset to the house. If you have a budget of 13.5 MRS and, want to invest in a modern house to live in or to rent, don't miss this great opportunity!","Land surface
358 m²
Interior surface
240 m²
Swimming pool
Private pool","Close to bus stop
Close to clinic
Close to golf course
Close to hospital
Close to school
Close to shops",,
House / Villa - 4 Bedrooms - N.S m²,"Grand Gaube, North","Rs 10,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_n_s_m2-UUifbTEtx7kqc828.jpg,"For urgent sale. Price revised downwards. Initial price MUR 13,000,000 - MUR 11,000,000 and now at MUR 10,000,000. Glued to the markup of the hotel lux in Grand Gaube, for sale a spacious rustic style house of 4 bedrooms on a plot of 22.5 perches.
It consists of:
On the ground floor: The entrance hall, a bedroom, fat kitchen, kitchen open to the dining room and very spacious living room and a large veranda overlooking the pool.
Upstairs: 3 bedrooms, a dressing room and a large terrace.
Also an outbuilding of a bedroom at the entrance. The courtyard is very wooded. The house requires a small renovation and it will be sold semi-furnished.
Please contact us for a visit.","Land surface
970 m²
Swimming pool
Private pool","Close to golf course
Fitness room
Freehold land
Pets allowed
Suited to the elderly",,
House / Villa - 3 Bedrooms - 178 m²,"Pointe aux Canonniers, North","Rs 10,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_178_m2-eowR0TKsCv0I28f6.jpg,"Rare opportunity to acquire a property in Pointe aux Cannoniers.
The house has 3 en-suite Bedrooms a spacious living space.
A perfect layout for a private residence.
This Unique property, is at walking distance to the beach and has amazing potential.
Book your appointment for a viewing","Land surface
N.S
Interior surface
178 m²
Swimming pool
Private pool","Close to bus stop
Close to clinic
Close to hospital
Close to school
Close to shops
Freehold land
Pets allowed",,
House / Villa - 5 Bedrooms - 371 m²,"St Antoine, North","Rs 23,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_371_m2-TdMZvf62v0rO1856.jpg,"Primmo offers you this superb large family home with a beautiful private pool for sale in Morcellement Petit Village, St Antoine.
This House has 5 very spacious and air-conditioned bedrooms.
2 Master bedrooms with en-suite bathroom and dressing room
The furniture of the house is of high quality and almost new.
Bathroom, open concept living and dining room, TV room, office, laundry room, built-in kitchen and pantry, veranda facing the pool and well-kept garden with a variety of fruit trees.
This villa has been well appointed with all the family comforts and and also has a small studio for the caretaker.","Land surface
910 m²
Interior surface
371 m²
Swimming pool
Private pool",Close to shops,,
House / Villa - 4 Bedrooms - 450 m²,"Piton, North","Rs 29,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_450_m2-EFaDlOzvLK5Gfd26.jpg,"Primmo offers you this superb large family villa with a beautiful private pool for sale in the secure and sought after residence of the Domaine de Bon Espoir in Piton.
This spacious Villa has 4 bedrooms, including 2 en-suite, living room, dining room, kitchen, laundry room, office, mezzanine, gym, terrace with swimming pool and double closed garage.
The villa has an area of 450m² on a plot of 1341m².","Land surface
1341 m²
Interior surface
450 m²
Swimming pool
Private pool","Close to clinic
Close to school
Close to shops
Located in a private morcellement
Pets allowed",,
House / Villa - 5 Bedrooms - N.S m²,"Pointe aux Canonniers, North","Rs 14,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_n_s_m2-uMkpdJwR7UxIf27e.jpg,"Beautiful villa located in Pointe aux Cannoniers near the most beautiful beach of the island, charming villa with 5 bedrooms.
It includes a living room, a veranda, a dining room, a kitchen, all in a nice secure garden (camera, alarm) with swimming pool.","Land surface
N.S
Interior surface
N.S
Swimming pool
Private pool","Close to clinic
Close to shops
Fully equipped
Pets allowed",,
House / Villa - 7 Bedrooms - N.S m²,"Mon Choisy, North","Rs 12,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_7_bedrooms_n_s_m2-oHnGBgujRwPLeef6.jpg,"7 bedroom house for sale in Mont Choisy in front of the Golf on a plot of 7 perches near the beach
On the ground floor, you will find a large living room, dining room, kitchen, bar area, shared bathroom, 2 bedrooms, 1 en suite
On the first floor is 2 shared bathrooms, toilet, 5 bedrooms, large terrace
Outside, a large swimming pool of 6m x 2.5m and garden are arranged for moments of relaxation.
You also have access to an open garage for 3 cars.","Land surface
295.46 m²
Interior surface
N.S
Swimming pool
Private pool","Close to clinic
Close to golf course
Close to shops
Fully equipped",,
House / Villa - 4 Bedrooms - 368 m²,"Quatre Bornes, Center","Rs 20,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_368_m2-mN8k1spPPBrgb121.jpg,"This large and very secure family house of 368 m² is located in one of the quiet areas of Quatre Bornes. It includes on the first floor, three bedrooms including one en suite, and one bathroom. It also has two living rooms, one dining room, one office, one TV room, one kitchen and one summer kitchen. You will find storage spaces as well as one laundry room, two carports and one garage.
On the second floor there is one bedroom en suite and a dressing room opening onto a terrace with a view of the mountains. The interior is decorated with beautiful teak wood flooring, ceilings, openings and fixed furniture. The courtyard is fenced with a garden full of flowers.","Land surface
838 m²
Interior surface
368 m²","Close to bus stop
Close to school
Close to shops
Fitness room
Freehold land",,
House / Villa - 3 Bedrooms - 486 m²,"Chamarel, West","Rs 231,030,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_486_m2-Wm5m34sjLhmX5c4e.jpg,"This 59,000 m² property is located in Plaine Champagne on the heights of the island and adjoins the National Park. There is a 486 m² wooden villa of the Balinese type, comprising 3 bedrooms with adjoining bathrooms, gym, double closed garage and a large terrace overlooking the sea and the surrounding mountains. The property also offers an operational and well-known restaurant of 686 m², also in wood and with a capacity of 250 seats with a panoramic view of the sea and nature, the mountain ranges. The site has its own Helipad, and there are other buildings and wooden structures (kiosks) that can be used as offices or rooms. In addition, the site has the potential to be further developed with lodges or even a spa.","Land surface
59000 m²","Access for disabled people
Close to bus stop
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped
Mountain view
Sea view",,
House / Villa - 4 Bedrooms - 245 m²,"La Mivoie, West","Rs 19,900,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_245_m2-Eiczy0sNKJNM9140.jpg,"This charming villa of 245 m² has its own private swimming pool in a peaceful part of the Mivoie. You will be seduced by the luxurious and warm interior with exposed stones, wood where it is good to rest. Fully furnished, it is organized around 4 bedrooms with 2 adjoining bathrooms, modern and equipped American kitchen, vast living and dining room with large openings on a pleasant outside landscape. There is a small green garden with a pool. This villa near the beaches, shops, restaurants will delight you. A real favorite for its freshness and modern luxury!","Land surface
448 m²
Interior surface
245 m²
Swimming pool
Private pool","Close to bus stop
Close to hospital
Close to school
Close to shops
Fully equipped",,
House / Villa - 4 Bedrooms - 250 m²,"Albion, West","Rs 17,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_250_m2-cyNBvI26684O4a61.jpg,"Very nice and charming house located in Albion on the seafront.
It consists of 4 bedrooms, all with air conditioning, and 3 bathrooms.
This family home has been fitted out with various relaxation areas: three terraces, a TV room, a living room and a beautiful area around the pool.
Built with rare materials of rosewood and teak, it offers a noble environment.
You can enjoy the sea view and the magnificent spectacle of whales and dolphins.","Land surface
N.S
Interior surface
250 m²
Swimming pool
Private pool","Access for disabled people
Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped
Sea access
Sea view",,
